@relation InstanceResultListener

@attribute Key_Dataset {R_data_frame}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.ZeroR,weka.classifiers.rules.OneR,weka.classifiers.bayes.NaiveBayes,weka.classifiers.functions.SimpleLogistic,weka.classifiers.functions.SMO,weka.classifiers.lazy.IBk,weka.classifiers.trees.J48,weka.classifiers.trees.RandomForest}
@attribute Key_Scheme_options {'','-B 6','-I 0 -M 500 -H 50 -W 0.0','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-C 0.25 -M 2','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1'}
@attribute Key_Scheme_version_ID {48055541465867954,-3459427003147861443,5995231201785697655,7397710626304705059,-6585883636378691736,-3080186098777067172,-217733168393644444,1116839470751428698}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 15\nSize of the tree: 29\n'}
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
R_data_frame,5,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000131,0.000049,0.131,0.049,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000134,0.000051,0.134,0.051,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000143,0.000054,0.143,0.054,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0.001,0,0.000131,0.000048,0.131,0.048,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000129,0.000047,0.129,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.00013,0.000047,0.13,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000129,0.000047,0.129,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000129,0.000047,0.129,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,5,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,513,56,35,21,0,62.5,37.5,0,0,0.468204,0.484128,100,100,53.449128,53.449128,0,0.954449,0.954449,0,0,0,0,0,0,0,0,1,35,1,21,?,0,?,?,0.5,0.375,0.625,0.625,0.375,0.375,?,0.625,?,?,0.5,0.53125,?,0.625,0.001,0,0.000125,0.000057,0.125,0.057,897,144836,18247,100,100,?,?,?,?,?,?,?
R_data_frame,6,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0.001,0,0.000129,0.000049,0.129,0.049,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000125,0.00007,0.125,0.07,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000128,0.000056,0.128,0.056,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000131,0.000055,0.131,0.055,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000129,0.000047,0.129,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000122,0.00005,0.122,0.05,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000122,0.000043,0.122,0.043,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000123,0.000046,0.123,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0.001,0,0.00012,0.000046,0.12,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,6,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,513,56,35,21,0,62.5,37.5,0,0,0.468204,0.484128,100,100,53.449128,53.449128,0,0.954449,0.954449,0,0,0,0,0,0,0,0,1,35,1,21,?,0,?,?,0.5,0.375,0.625,0.625,0.375,0.375,?,0.625,?,?,0.5,0.53125,?,0.625,0,0,0.000129,0.000042,0.129,0.042,897,144836,18247,100,100,?,?,?,?,?,?,?
R_data_frame,7,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000125,0.0001,0.125,0.1,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000125,0.000045,0.125,0.045,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000133,0.000045,0.133,0.045,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0.001,0,0.000131,0.000048,0.131,0.048,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000129,0.000046,0.129,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000144,0.000049,0.144,0.049,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000141,0.000049,0.141,0.049,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000134,0.000048,0.134,0.048,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000135,0.000046,0.135,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,7,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,513,56,35,21,0,62.5,37.5,0,0,0.468204,0.484128,100,100,53.449128,53.449128,0,0.954449,0.954449,0,0,0,0,0,0,0,0,1,35,1,21,?,0,?,?,0.5,0.375,0.625,0.625,0.375,0.375,?,0.625,?,?,0.5,0.53125,?,0.625,0,0,0.000137,0.000047,0.137,0.047,897,144836,18247,100,100,?,?,?,?,?,?,?
R_data_frame,8,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000135,0.000048,0.135,0.048,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000132,0.000047,0.132,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0.001,0.000129,0.000046,0.129,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000113,0.000045,0.113,0.045,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000116,0.000049,0.116,0.049,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000148,0.000047,0.148,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000115,0.000047,0.115,0.047,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000108,0.000046,0.108,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000106,0.00005,0.106,0.05,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,8,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,513,56,35,21,0,62.5,37.5,0,0,0.468204,0.484128,100,100,53.449128,53.449128,0,0.954449,0.954449,0,0,0,0,0,0,0,0,1,35,1,21,?,0,?,?,0.5,0.375,0.625,0.625,0.375,0.375,?,0.625,?,?,0.5,0.53125,?,0.625,0,0,0.000176,0.000046,0.176,0.046,897,144836,18247,100,100,?,?,?,?,?,?,?
R_data_frame,9,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000093,0.000045,0.093,0.045,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0.001,0,0.000093,0.000046,0.093,0.046,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000091,0.000045,0.091,0.045,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000091,0.000184,0.091,0.184,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.00013,0.000086,0.13,0.086,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000094,0.000077,0.094,0.077,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,36,21,0,63.157895,36.842105,0,0,0.466721,0.482404,100,100,54.123379,54.123379,0,0.949533,0.949533,0,0,0,0,0,0,0,0,1,36,1,21,?,0,?,?,0.5,0.368421,0.631579,0.631579,0.368421,0.368421,?,0.631579,?,?,0.5,0.534626,?,0.631579,0,0,0.000103,0.00008,0.103,0.08,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000092,0.000087,0.092,0.087,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0,0,0.000087,0.000076,0.087,0.076,897,144559,18524,100,100,?,?,?,?,?,?,?
R_data_frame,9,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,513,56,35,21,0,62.5,37.5,0,0,0.468204,0.484128,100,100,53.449128,53.449128,0,0.954449,0.954449,0,0,0,0,0,0,0,0,1,35,1,21,?,0,?,?,0.5,0.375,0.625,0.625,0.375,0.375,?,0.625,?,?,0.5,0.53125,?,0.625,0,0,0.000091,0.000076,0.091,0.076,897,144836,18247,100,100,?,?,?,?,?,?,?
R_data_frame,10,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20221018.081,512,57,35,22,0,61.403509,38.596491,0,0,0.470715,0.487034,100,100,54.878503,54.878503,0,0.962781,0.962781,0,0,0,0,0,0,0,0,1,35,1,22,?,0,?,?,0.5,0.385965,0.614035,0.614035,0.385965,0.385965,?,0.614035,?,?,0.5,0.526008,?,0.614035,0.001,0,0.000107,0.000082,0.107,0.082,897,144559,18524,100,100,?,?,?,?,?,?,?
